country,name,full_name,isin,currency,symbol
indonesia,Satria Mega Kencana,Satria Mega Kencana Tbk PT,ID1000147309,IDR,SOTS
indonesia,Urban Jakarta Propertindo,Urban Jakarta Propertindo Tbk PT,ID1000147200,IDR,URBN
indonesia,Mega Perintis,Mega Perintis Tbk PT,ID1000147408,IDR,ZONE
indonesia,Phapros,Phapros Tbk PT,ID1000147507,IDR,PEHA
indonesia,Sentra Food,Sentra Food Indonesia Tbk PT,ID1000147804,IDR,FOOD
indonesia,Estika Tata Tiara,Estika Tata Tiara Tbk PT,ID1000147705,IDR,BEEF
indonesia,Pollux Investasi,Pollux Investasi Internasional Tbk PT,ID1000147606,IDR,POLI
indonesia,Citra Putra,Citra Putra Realty Tbk PT,ID1000147903,IDR,CLAY
indonesia,Nusantara Properti,Nusantara Properti International Tbk PT,ID1000148000,IDR,NATO
indonesia,Armada Berjaya,Armada Berjaya Trans Tbk PT,ID1000148109,IDR,JAYA
indonesia,PT Wahana Interfood,PT Wahana Interfood Nusantara Tbk,ID1000148208,IDR,COCO
indonesia,Meta Epsi,Meta Epsi Tbk PT,ID1000148307,IDR,MTPS
indonesia,Capri Nusa Satu Properti,Capri Nusa Satu Properti Tbk PT,ID1000148406,IDR,CPRI
indonesia,Menteng Heritage Realty,Menteng Heritage Realty Tbk PT,ID1000148505,IDR,HRME
indonesia,Bliss Properti Indonesia,Bliss Properti Indonesia Tbk PT,ID1000148703,IDR,POSA
indonesia,Jasnita Telekom,Jasnita Telekomindo Tbk PT,ID1000148604,IDR,JAST
indonesia,Hotel Fitra International,Hotel Fitra International Tbk PT,ID1000148802,IDR,FITT
indonesia,Bali Bintang Sejahtera,Bali Bintang Sejahtera Tbk PT,ID1000148901,IDR,BOLA
indonesia,Communication Cable Systems,Communication Cable Systems Indonesia Tbk PT,ID1000149008,IDR,CCSI
indonesia,Surya Fajar Capital,Surya Fajar Capital Tbk PT,ID1000149107,IDR,SFAN
indonesia,Golden Flower,Golden Flower Tbk PT,ID1000149206,IDR,POLU
indonesia,Bima Sakti Pertiwi,Bima Sakti Pertiwi Tbk PT,ID1000149503,IDR,PAMG
indonesia,Darmi Bersaudara,Darmi Bersaudara Tbk PT,ID1000149602,IDR,KAYU
indonesia,Indonesian Tobacco,Indonesian Tobacco Tbk PT,ID1000149404,IDR,ITIC
indonesia,Krida Jaringan Nusantara,Krida Jaringan Nusantara Tbk PT,ID1000149305,IDR,KJEN
indonesia,Envy Technologies,Envy Technologies Indonesia Tbk PT,ID1000149909,IDR,ENVY
indonesia,Berkah Prima Perkasa,Berkah Prima Perkasa Tbk PT,ID1000149800,IDR,BLUE
indonesia,MNC Vision Networks,MNC Vision Networks PT,ID1000150402,IDR,IPTV
indonesia,Hensel Davest,Hensel Davest Indonesia Tbk PT,ID1000150303,IDR,HDIT
indonesia,Satyamitra Kemas Lestari,Satyamitra Kemas Lestari Tbk PT,ID1000150204,IDR,SMKL
indonesia,Inocycle,Inocycle Technology Tbk PT,ID1000150105,IDR,INOV
indonesia,Arkha Jayanti,Arkha Jayanti Persada PT,ID1000150501,IDR,ARKA
indonesia,Eastparc Hotel,Eastparc Hotel Tbk PT,ID1000150808,IDR,EAST
indonesia,Asuransi Jiwa Sinarmas,Asuransi Jiwa Sinarmas Msig PT,ID1000150600,IDR,LIFE
indonesia,Fuji Finance Indonesia,Fuji Finance Indonesia Tbk PT,ID1000150006,IDR,FUJI
indonesia,DMS Propertindo,DMS Propertindo Tbk PT,ID1000150709,IDR,KOTA
indonesia,Kencana Energi,Kencana Energi Lestari,ID1000150907,IDR,KEEN
indonesia,Telefast Indonesia,Telefast Indonesia,ID1000151103,IDR,TFAS
indonesia,Bhakti Agung Propertindo,Bhakti Agung Propertindo,ID1000151004,IDR,BAPI
indonesia,Gunung Raja,Gunung Raja Paksi,ID1000151202,IDR,GGRP
indonesia,Optima Prima,Optima Prima Metal Sinergi,ID1000151301,IDR,OPMS
indonesia,Nusantara Almazia,Nusantara Almazia,ID1000151400,IDR,NZIA
indonesia,Gaya Abadi,Gaya Abadi Sempurna,ID1000151608,IDR,SLIS
indonesia,Trinitan,Trinitan Metals and Minerals,ID1000151509,IDR,PURE
indonesia,Itama Ranoraya,Itama Ranoraya,ID1000151707,IDR,IRRA
indonesia,Digital Mediatama Maxima,Digital Mediatama Maxima PT,ID1000151806,IDR,DMMX
indonesia,Ginting Jaya Energi,Ginting Jaya Energi,ID1000152002,IDR,WOWS
indonesia,Singaraja Putra,Singaraja Putra,ID1000151905,IDR,SINI
